journal_title,alt_title,pissn,eissn,language,publisher,country_of_pub,APC,waiver,date_added_to_doaj,APC_in_dollar
Jurnal Penelitian Pendidikan,NA,2580-4154,NA,Indonesian,Universitas Negeri Semarang,Indonesia,FALSE,FALSE,2017-08-21T13:08:31Z,NA
Jurnal Pemberdayaan Masyarakat Madani,JPMM,NA,2580-4332,"English, Indonesian",Fakultas Ekonomi Universitas Negeri Jakarta,Indonesia,FALSE,FALSE,2018-01-04T11:39:06Z,NA
Science and Technology Indonesia,Science & Technology Indonesia (STI),2580-4405,2580-4391,English,ARTS Publishing Corp.,Indonesia,TRUE,FALSE,2017-11-14T10:53:11Z,50
Jurnal Psikoedukasi dan Konseling,JPK,NA,2580-4545,Indonesian,Universitas Sebelas Maret,Indonesia,TRUE,TRUE,2017-11-23T11:51:56Z,17.25
"Upajiwa Dewantara: Jurnal Ekonomi, Bisnis dan Manajemen Daulat Rakyat",Upajiwa Dewantara,NA,2580-4553,Indonesian,Universitas Sarjanawiyata Tamansiswa Yogyakarta,Indonesia,FALSE,FALSE,2018-01-15T10:36:14Z,NA
Health Notions,NA,NA,2580-4936,English,Humanistic Network for Science and Technology,Indonesia,TRUE,FALSE,2017-11-20T14:42:33Z,200
Biotropic: The Journal of Tropical Biology,NA,NA,2580-5029,"English, Indonesian",Universitas Islam Negeri Sunan Ampel Surabaya,Indonesia,FALSE,FALSE,2018-01-15T11:19:05Z,NA
Arabiyatuna: Jurnal Bahasa Arab,NA,2580-5045,2580-5053,"Arabic, Indonesian",Institut Agama Islam Negeri Curup,Indonesia,FALSE,FALSE,2018-07-12T20:37:36Z,NA
Jurnal Kependidikan: Penelitian Inovasi Pembelajaran,NA,2580-5525,2580-5533,Indonesian,Yogyakarta State University,Indonesia,TRUE,FALSE,2018-08-06T08:21:36Z,72.45
International Journal of Applied Sciences in Tourism and Events,NA,2580-5584,2580-5592,English,Politeknik Negeri Bali,Indonesia,FALSE,FALSE,2017-11-03T14:50:39Z,NA
IRJE (Indonesian Research Journal in Education),IRJE,NA,2580-5711,English,Universitas Jambi,Indonesia,FALSE,FALSE,2018-05-02T15:52:01Z,NA
Jurnal Asia Pacific Studies,NA,2580-6378,2580-7048,"English, Indonesian",International Relations Study Program,Indonesia,FALSE,FALSE,2018-11-15T10:06:11Z,NA
Scientific Dental Journal,NA,2580-6548,2541-321X,English,Wolters Kluwer Medknow Publications,India,FALSE,FALSE,2017-11-07T10:23:49Z,NA
IKAT: The Indonesian Journal of Southeast Asian Studies,NA,2580-6580,2597-9817,English,"Universitas Gadjah Mada, Yogyakarta",Indonesia,FALSE,FALSE,2020-01-02T15:04:41Z,NA
Humanisma : Journal of Gender Studies,NA,2580-6688,2580-7765,Indonesian,Pusat Studi Gender dan Anak IAIN Bukittinggi IAIN Bukittinggi,Indonesia,FALSE,FALSE,2020-10-30T04:21:23Z,NA
IJLRES (International Journal on Language Research and Education Studies),NA,2580-6777,NA,English,State Islamic University of North Sumatra,Indonesia,FALSE,FALSE,2017-12-06T12:21:34Z,NA
World Nutrition Journal,NA,NA,2580-7013,English,Indonesian Nutrition Association,Indonesia,TRUE,FALSE,2018-04-13T08:37:25Z,69
Journal of Vocational Health Studies,NA,2580-7161,2580-717X,Indonesian,Universitas Airlangga,Indonesia,FALSE,FALSE,2020-01-24T03:26:38Z,NA
Jurnal PAJAR (Pendidikan dan Pengajaran),NA,2580-8435,2614-1337,"Indonesian, English","Laboratory of Elementary Teacher Education Study Program, Faculty of Education and Teacher Training, Universitas Riau Pekanbaru, Indonesia",Indonesia,TRUE,FALSE,2021-03-25T09:15:59Z,48.3
Jurnal Pemberdayaan Masyarakat: Media Pemikiran dan Dakwah Pembangunan,NA,2580-863X,2597-7768,"English, Indonesian",Program Studi Pengembangan Masyarakat Islam,Indonesia,FALSE,FALSE,2021-07-12T10:36:08Z,NA
"Language Literacy: Journal of Linguistics, Literature, and Language Teaching","Journal of Linguistics, Literature and Language Teaching",2580-8672,2580-9962,English,Fakultas Sastra UISU,Indonesia,TRUE,FALSE,2018-06-27T10:23:05Z,50
Aksis: Jurnal Pendidikan Bahasa dan Sastra Indonesia,NA,NA,2580-9040,Indonesian,Pendidikan Bahasa dan Sastra Indonesia Fakultas Bahasa dan Seni Universitas Negeri Jakarta,Indonesia,TRUE,TRUE,2019-02-17T07:17:46Z,17.25
IJHCM: International Journal of Human Capital Management,NA,NA,2580-9164,English,Universitas Negeri Jakarta,Indonesia,FALSE,FALSE,2017-10-26T14:13:55Z,NA
International Journal of Law Reconstruction,NA,NA,2580-9245,English,"Universitas Islam Sultan Agung, Doctoral Program of Law Science Faculty",Indonesia,FALSE,FALSE,2020-02-20T18:52:26Z,NA
GHMJ (Global Health Management Journal),GHMJ,NA,2580-9296,English,Yayasan Aliansi Cendekiawan Indonesia Thailand,Indonesia,TRUE,FALSE,2019-01-19T19:35:34Z,60
PrimaryEdu: Journal of Primary Education,PrimaryEdu,2580-9326,2580-7714,English,STKIP Siliwangi,Indonesia,FALSE,FALSE,2018-02-18T12:13:47Z,NA
ASEAN Journal of Community Engagement,AJCE,2580-9563,2581-0030,English,Universitas Indonesia,Indonesia,FALSE,FALSE,2019-02-25T13:44:00Z,NA
JFMR-Journal of Fisheries and Marine Research,NA,NA,2581-0294,"English, Indonesian",University of Brawijaya,Indonesia,FALSE,FALSE,2018-03-19T13:34:50Z,NA
Jurnal Ilmu Perilaku,NA,NA,2581-0421,Indonesian,Program Studi Psikologi Fakultas Kedokteran Universiitas Andalas,Indonesia,FALSE,FALSE,2018-05-03T08:17:14Z,NA
IJEBP (International Journal of Educational Best Practices),NA,NA,2581-0847,English,Universitas Riau,Indonesia,TRUE,TRUE,2019-03-19T07:53:38Z,75
Journal of the Civil Engineering Forum,JCEF,2581-1037,2549-5925,English,Universitas Gadjah Mada,Indonesia,FALSE,FALSE,2017-09-20T09:45:00Z,NA
JENIUS (Jurnal Ilmiah Manajemen Sumber Daya Manusia),Jenius,2581-2769,2598-9502,Indonesian,Prodi Manajemen Fakultas Ekonomi Universitas Pamulang,Indonesia,TRUE,FALSE,2021-04-26T12:53:46Z,69
Sriwijaya International Journal of Dynamic Economics and Business,NA,2581-2904,2581-2912,English,Fakultas Ekonomi Universitas Sriwijaya,Indonesia,FALSE,FALSE,2018-04-09T19:20:28Z,NA
Nagari Law Review,NA,2581-2971,2597-7245,Indonesian,Faculty Of Law Andalas University,Indonesia,FALSE,FALSE,2019-05-24T18:25:06Z,NA
Interdisciplinary Journal of Yagya Research,NA,NA,2581-4885,"English, Hindi","The Registrar, Dev Sanskriti Vishwavidyalaya",India,FALSE,FALSE,2019-11-06T07:09:06Z,NA
"Ecology, Economy and Society – The INSEE Journal",NA,2581-6152,2581-6101,English,Nandan Nawn,India,FALSE,FALSE,2020-09-16T04:38:24Z,NA
International Journal of Tamil Language and Literary Studies,IJTLLS,NA,2581-7140,"English, Tamil",Maheswari Publishers,India,FALSE,FALSE,2020-07-27T02:26:04Z,NA
To Chemistry Journal,NA,NA,2581-7507,English,PURKH,India,FALSE,FALSE,2020-03-03T08:53:53Z,NA
Journal of Gastrointestinal and Abdominal Radiology,ISGAR,2581-9933,2581-9178,English,Thieme Medical and Scientific Publishers Pvt. Ltd.,India,FALSE,TRUE,2020-11-19T17:04:21Z,NA
Litinfinite,NA,NA,2582-0400,"English, Bengali","Supriyo Chakraborty, Penprints Publication",India,FALSE,FALSE,2021-05-03T06:42:48Z,NA
Plants and Environment,NA,NA,2582-3744,English,Plant and Environmental Research Institute (PERI),India,FALSE,FALSE,2020-08-25T08:37:50Z,NA
Politehnika,Polytechnica,2584-5373,2584-6264,"Croatian, English","University of Rijeka, Rijeka, Croatia",Croatia,FALSE,FALSE,2018-11-27T16:56:34Z,NA
Journal of Research and Practice on the Musculoskeletal System,NA,NA,2585-2787,English,Hylonome Publications,Greece,TRUE,FALSE,2018-06-11T10:05:31Z,117.9561
Dialogues in Clinical Neuroscience & Mental Health,ObrelaJournal,NA,2585-2795,English,InterOPTICS,Greece,TRUE,FALSE,2019-09-03T10:14:17Z,235.9122
European Journal of Midwifery,NA,NA,2585-2906,English,European Publishing,Greece,FALSE,FALSE,2019-02-11T10:18:39Z,NA
"Ex-centric Narratives: Journal of Anglophone Literature, Culture and Media",NA,NA,2585-3538,English,"School of English, Aristotle University of Thessaloniki, Greece",Greece,FALSE,FALSE,2020-08-07T10:57:09Z,NA
Technology Transfer: Innovative Solutions in Medicine,NA,2585-6626,2585-6634,English,Scientific Route OÜ,Estonia,TRUE,FALSE,2020-05-19T14:21:28Z,58.97805
Technology Transfer: Fundamental Principles and Innovative Technical Solutions,NA,2585-6839,2585-6847,English,Scientific Route OÜ,Estonia,TRUE,FALSE,2020-05-19T14:13:07Z,88.46707500000001
Bratislava Law Review,NA,2585-7088,2644-6359,English,"Comenius University in Bratislava, Faculty of Law",Slovakia,FALSE,FALSE,2020-04-29T09:02:01Z,NA
Geografická revue,NA,2585-8955,2585-8947,"Czech, English, Slovak","Matej Bel University, Department of Geography and Geology",Slovakia,FALSE,FALSE,2018-11-04T10:01:33Z,NA
International Journal of Sustainable Lighting,IJSL,NA,2586-1247,English,International Journal of Sustainable Lighting,"Korea, Republic of",FALSE,FALSE,2018-01-23T12:08:01Z,NA
Journal of Acupuncture Research,NA,2586-288X,2586-2898,"English, Korean",E-Tree Publishing,"Korea, Republic of",FALSE,FALSE,2019-08-19T07:55:02Z,NA
KDI Journal of Economic Policy,KDI JEP,2586-2995,2586-4130,"English, Korean",Korea Development Institute,"Korea, Republic of",FALSE,FALSE,2018-08-14T12:15:31Z,NA
"International Trade, Politics and Development",NA,2586-3932,2632-122X,English,Emerald Publishing,United Kingdom,FALSE,FALSE,2021-04-13T09:25:38Z,NA
The Asian Journal of Kinesiology,NA,2586-5595,2586-5552,"Chinese, English, Japanese, Korean",Asian Society of Kinesiology,"Korea, Republic of",TRUE,TRUE,2019-08-19T07:59:09Z,250
Acute and Critical Care,Acute Crit Care,2586-6052,2586-6060,English,Korean Society of Critical Care Medicine,"Korea, Republic of",FALSE,FALSE,2019-01-18T16:29:14Z,NA
Neurospine,NA,2586-6583,2586-6591,"English, Korean",Korean Spinal Neurosurgery Society,"Korea, Republic of",FALSE,FALSE,2019-08-19T07:52:23Z,NA
Journal of Health Science and Medical Research (JHSMR),JHSMR,2586-9981,2630-0559,English,Prince of Songkla University,Thailand,FALSE,FALSE,2020-02-24T13:22:25Z,NA
Acta Medica Alanya,NA,NA,2587-0319,"English, Turkish",Alanya Alaaddin Keykubat University,Turkey,FALSE,FALSE,2020-05-20T12:53:04Z,NA
"Yönetim, Ekonomi ve Pazarlama Araştırmaları Dergisi",YEPAD,NA,2587-0785,"English, Turkish",Gazi Unversity,Turkey,FALSE,FALSE,2019-04-15T14:11:41Z,NA
Tefsir Araştırmaları Dergisi,NA,NA,2587-0882,Turkish,Tefsir Araştırmaları Dergisi,Turkey,FALSE,FALSE,2018-07-30T12:31:46Z,NA
Türk Turizm Araştırmaları Dergisi,Journal of Turkish Tourism Research,2587-0890,2587-0890,Turkish,Tutad,Turkey,FALSE,FALSE,2018-05-28T10:22:23Z,NA
International Journal of Automotive Science and Technology,IJASTECH,NA,2587-0963,English,Turkish Society of Automotive Engineers,Turkey,FALSE,FALSE,2018-05-16T10:03:43Z,NA
Southern Clinics of Istanbul Eurasia,SCIE,2587-0998,2587-1404,English,KARE Publishing,Turkey,FALSE,FALSE,2020-07-09T08:40:17Z,NA
Uluslararası Türk Lehçe Araştırmaları Dergisi,International Journal of Turkic Dialects Research,NA,2587-1293,"Azerbaijani, Kazakh, Kirghiz, Turkish, Turkmen, Uighur, Uzbek",Uluslararası Türk Lehçe Araştırmaları Dergisi,Turkey,FALSE,FALSE,2020-01-27T10:53:26Z,NA
International Journal of Contemporary Tourism Research,NA,NA,2587-1528,"English, Turkish",Izmir Katip Celebi University,Turkey,FALSE,FALSE,2019-04-24T11:35:04Z,NA
Yaşam Becerileri Psikoloji Dergisi,Life Skills Journal of Psychology,NA,2587-1536,Turkish,Yaşam Becerileri Psikoloji Dergisi,Turkey,FALSE,FALSE,2018-04-26T15:44:16Z,NA
"Uluslararası Ekonomi, İşletme ve Politika Dergisi","International Journal of Economics, Business and Politics",NA,2587-2559,"English, Turkish",Recep Tayyip Erdoğan Üniversitesi,Turkey,FALSE,FALSE,2019-03-14T15:07:54Z,NA
Advances in the Theory of Nonlinear Analysis and its Applications,ATNAA,NA,2587-2648,English,ATNAA,Turkey,FALSE,FALSE,2018-04-09T13:20:01Z,NA
Cumhuriyet Science Journal,NA,2587-2680,2587-246X,English,Cumhuriyet University,Turkey,FALSE,FALSE,2017-11-27T12:15:23Z,NA
"Scientific Journal of Cahul ""Bogdan Petriceicu Hasdeu"" State University: Economic & Engineering Studies",NA,2587-313X,2587-3121,English,Cahul State University ”B.P.Hasdeu”,"Moldova, Republic of",TRUE,FALSE,2018-05-11T07:52:43Z,58.97805
"EcoSoEn: Ştiinţe Economice, Sociale şi Inginereşti = Economics, Social and Engineering Sciences",EcoSoEn,2587-344X,NA,"English, French, Romanian, Russian",Free International University of Moldova,"Moldova, Republic of",FALSE,FALSE,2019-03-11T19:30:18Z,NA
Journal of Engineering Science (Chişinău),NA,2587-3474,2587-3482,English,Technical University of Moldova,"Moldova, Republic of",FALSE,FALSE,2019-05-12T18:47:08Z,NA
Journal of Social Sciences,NA,2587-3490,2587-3504,"English, French, Romanian",Technical University of Moldova,"Moldova, Republic of",FALSE,FALSE,2020-10-21T10:50:22Z,NA
Dialogica: Revistă de Studii Culturale și Literatură,Dialogica: Cultural Studies and Literature Scientific Journal,2587-3695,1857-2537,"French, English, Romanian",Moldova State University,"Moldova, Republic of",FALSE,FALSE,2021-05-06T13:29:43Z,NA
Scientific and Practical Cyber Security Journal,NA,NA,2587-4667,"English, Georgian, Russian",Scientific Cyber Security Association,Georgia,FALSE,FALSE,2018-02-02T11:05:34Z,NA
Journal of Constitutional Law,NA,2587-5329,NA,"English, Georgian",Constitutional Court of Georgia,Georgia,FALSE,FALSE,2020-11-02T09:40:50Z,NA
Финансы: теория и практика,Finance: Theory and Practice,2587-5671,2587-7089,Russian,"Government of the Russian Federation, Financial University",Russian Federation,FALSE,FALSE,2018-08-19T14:15:09Z,NA
Changing Societies & Personalities,NA,2587-6104,2587-8964,English,Ural Federal University,Russian Federation,FALSE,FALSE,2018-11-17T18:24:15Z,NA
Psihologo-Pedagogičeskie Issledovaniâ,Psychological-Educational Studies,NA,2587-6139,Russian,Moscow State University of Psychology and Education,Russian Federation,FALSE,FALSE,2018-03-24T11:15:44Z,NA
Неофилология,Neophilology,2587-6953,NA,"Russian, English, German, French, Chinese",Derzhavin Tambov State University,Russian Federation,FALSE,FALSE,2021-02-08T17:23:26Z,NA
Hypothekai,NA,2587-7127,NA,"English, Russian",Hypothekai,Russian Federation,FALSE,FALSE,2019-03-10T19:14:31Z,NA
Костюмология,Journal of Clothing Science,NA,2587-8026,Russian,"«Publishing company «World of science», LLC",Russian Federation,FALSE,TRUE,2018-06-24T18:52:12Z,NA
Нижневолжский археологический вестник,Lower Volga Archaeological Bulletin,2587-8123,2658-5995,"English, Russian",Volgograd State University,Russian Federation,FALSE,FALSE,2021-05-03T15:25:25Z,NA
Historia provinciae: журнал региональной истории,Historia Provinciae: Journal of Regional History,NA,2587-8344,"English, Russian",Cherepovets State University,Russian Federation,FALSE,FALSE,2019-11-22T19:42:11Z,NA
Международная аналитика,Journal of International Analytics,2587-8476,2541-9633,Russian,MGIMO University Press,Russian Federation,FALSE,FALSE,2021-01-01T13:07:25Z,NA
Историческая этнология,Historical Ethnology,2587-9286,2619-1636,"Tatar, English, Russian","Tatarstan Academy of Sciences, Marjani Institute of History",Russian Federation,FALSE,FALSE,2021-06-14T12:43:28Z,NA
Христианство на Ближнем Востоке,Christianity in the Middle East,2587-9316,NA,"Russian, English",Saints Cyril and Methodius Theological Institute of Post-Graduate and Doctoral Studies,Russian Federation,FALSE,FALSE,2021-02-04T10:57:32Z,NA
Юрислингвистика,Ûrislingvistika,NA,2587-9332,Russian,Altay State University,Russian Federation,FALSE,FALSE,2019-08-18T14:25:02Z,NA
International Journal for Computational Civil and Structural Engineering,NA,2587-9618,2588-0195,"English, Russian",Publishing House ASV,Russian Federation,FALSE,FALSE,2018-02-01T10:16:45Z,NA
Вестник Евразийской науки,Eurasian Scientific Journal,NA,2588-0101,Russian,"«Publishing company «World of science», LLC",Russian Federation,TRUE,FALSE,2018-07-16T13:08:45Z,79.1898
"Омский научный вестник: Серия ""Авиационно-ракетное и энергетическое машиностроение""",NA,2588-0373,2587-764X,"Russian, English","Omsk State Technical University, Federal State Budgetary Educational Institution of Higher Education",Russian Federation,TRUE,TRUE,2021-01-19T13:17:17Z,40.266
Universum Juris,NA,NA,2588-0497,Russian,Ural State Law University,Russian Federation,FALSE,FALSE,2018-08-30T18:38:41Z,NA
Качественная клиническая практика,Kačestvennaâ kliničeskaâ praktika,2588-0519,2618-8473,Russian,Izdatelstvo OKI,Russian Federation,FALSE,FALSE,2020-07-14T16:53:35Z,NA
INSPILIP,"Revista Ecuatoriana de Ciencia, Tecnología e Innovaciónn en Salud Pública",NA,2588-0551,"English, Spanish",Instituto Nacional de Investigación en Salud Pública (INSPI),Ecuador,FALSE,FALSE,2020-03-23T18:45:37Z,NA
QhaliKay,Revista de Ciencias de la Salud,NA,2588-0608,"Spanish, English",Universidad Técnica de Manabí,Ecuador,FALSE,FALSE,2021-02-15T11:37:00Z,NA
Revista Bases de la Ciencia,NA,NA,2588-0764,"Portuguese, Spanish",Universidad Técnica de Manabí,Ecuador,FALSE,FALSE,2019-06-23T19:16:09Z,NA
Ingenio,NA,2588-0829,2697-3243,Spanish,Universidad Central del Ecuador,Ecuador,FALSE,FALSE,2020-12-30T13:00:38Z,NA
Revista Facultad de Jurisprudencia,Journal Faculty of Jurisprudence,NA,2588-0837,Spanish,Pontificia Universidad Católica del Ecuador,Ecuador,FALSE,FALSE,2021-05-11T16:40:35Z,NA
Journal of Stress Analysis,NA,2588-2597,2588-3054,English,Bu-Ali Sina University,"Iran, Islamic Republic of",FALSE,FALSE,2019-06-27T05:56:54Z,NA
Bihdāsht-i Kār va Irtiqā-yi Salāmat,Occupatinal Heygiene and Healthe Promotion,2588-2643,2588-3062,Persian,Shahid Sadoughi University of Medical Sciences,"Iran, Islamic Republic of",FALSE,FALSE,2018-04-16T12:14:21Z,NA
Journal of Soft Computing in Civil Engineering,NA,NA,2588-2872,English,Pouyan Press,"Iran, Islamic Republic of",FALSE,FALSE,2018-04-27T19:32:55Z,NA
AUT Journal of Civil Engineering,NA,2588-2899,2588-2902,English,Amirkabir university of Technology,"Iran, Islamic Republic of",FALSE,FALSE,2019-01-24T12:05:38Z,NA
هیدروژیولوژی,Hydrogeology,2588-3011,2588-4069,"English, Persian",Univeristy of Tabriz,"Iran, Islamic Republic of",FALSE,FALSE,2018-06-27T06:48:38Z,NA
Journal of Research Development in Nursing and Midwifery,NA,NA,2588-3038,English,Golestan University of Medical Sciences,"Iran, Islamic Republic of",FALSE,FALSE,2018-10-24T12:01:01Z,NA
Archives of Occupational Health,AOH,2588-3070,2588-3690,English,"Shahid Sadoughi University of Medical Science, Yazd, Iran","Iran, Islamic Republic of",FALSE,FALSE,2018-09-12T17:31:39Z,NA
مسائل کاربردی تعلیم و تربیت اسلامی,Quarterly Journal of Applied Issues in Islamic Education,2588-3151,2588-4077,Persian,a publication of the academy of scientific studies in education,"Iran, Islamic Republic of",FALSE,FALSE,2020-11-10T10:41:50Z,NA
Research in English Language Pedagogy,Research in English Language Pedagogy(RELP),2588-3259,2538-4244,English,"Islamic Azad University, Isfahan Branch","Iran, Islamic Republic of",TRUE,FALSE,2018-04-27T20:14:53Z,15
Journal of Energy Management and Technology,JEMT,NA,2588-3372,English,Iran Energy Association (IEA),"Iran, Islamic Republic of",FALSE,FALSE,2020-11-09T15:41:13Z,NA
Journal of Language Horizons,NA,2588-350X,2588-5634,English,Alzahra University,"Iran, Islamic Republic of",TRUE,FALSE,2021-01-04T15:18:40Z,72
Journal of Wildlife and Biodiversity,NA,NA,2588-3526,English,Arak university,"Iran, Islamic Republic of",FALSE,FALSE,2018-11-06T09:48:24Z,NA
مطالعات مالی و بانکداری اسلامی,Quarterly Journal of Islamic Finance and Banking Studies,2588-3569,2588-4433,Persian,Iran Banking Institute,"Iran, Islamic Republic of",FALSE,FALSE,2018-07-16T10:06:08Z,NA
"Studies of Architecture, Urbanism and Environmental Science",NA,NA,2588-3658,English,Hakim Sabzevari University,"Iran, Islamic Republic of",FALSE,FALSE,2018-04-05T13:30:19Z,NA
Asian Pacific Journal of Cancer Care,NA,NA,2588-3682,English,West Asia Organization for Cancer Prevention,"Iran, Islamic Republic of",FALSE,FALSE,2018-04-27T19:54:47Z,NA
Journal of Holistic Nursing and Midwifery,NA,2588-3712,2588-3720,English,"Shahid Beheshti School of Nursing and Midwifery, Rasht","Iran, Islamic Republic of",FALSE,FALSE,2018-03-16T18:43:55Z,NA
اطلاعات جغرافیایی,Quarterly of Geographical Data,2588-3860,2588-3879,Persian,سازمان جغرافیایی نیروهای مسلح,"Iran, Islamic Republic of",FALSE,FALSE,2018-08-03T09:55:36Z,NA
علوم و مهندسی آب و فاضلاب,Journal of Water and Wastewater Science and Engineering,NA,2588-395X,Persian,Iran Water and Wastewater Association,"Iran, Islamic Republic of",TRUE,FALSE,2021-03-17T10:51:05Z,600
